id_question	question	domain_type	comparison	assessment	detail	scope	entities
784	Why is Hotel Amelia a low price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
785	How comfortable is the room	domain	non-comparative	subjective	aspect	indefinite	[]
786	Why is Hotel Lily very good facilities?	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
787	Why is main square a good location	domain	non-comparative	why-recommended	aspect	indefinite	[]
788	Why does Hotel Henry have very good price?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
789	What makes $101 a good price for Hotel Emily?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
790	What is very good about Hotel Evelyn's location?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
791	What is the best location	domain	comparative	subjective	aspect	indefinite	[]
792	Which hotel has the best facilities	domain	comparative	subjective	aspect	indefinite	[]
793	Is Hotel Penelope a better location than Hotel Hannah?	domain	comparative	subjective	aspect	tuple	['Hotel Penelope', 'Hotel Hannah']
794	Which has the largest rooms	domain	comparative	factoid	aspect	indefinite	[]
795	Which hotel has the most positive reviews?	domain	comparative	factoid	overall	indefinite	[]
796	Is it really a good room at Hotel Penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
797	Why are Hotel Evelyn rooms not good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Evelyn']
798	What very good facilities does Hotel Lily have?	domain	non-comparative	subjective	aspect	single	['Hotel Lily']
799	what facilities does jotel joseph have?	domain	non-comparative	factoid	aspect	single	['Hotel Joseph']
800	what facilities does jotel joseph have?	domain	non-comparative	factoid	aspect	single	['Hotel Joseph']
801	Why is Hotel Lily facilities good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
802	which hotel is in the best location?	domain	comparative	subjective	aspect	indefinite	[]
803	is hotel lily or hotel hannah better?	domain	comparative	subjective	overall	tuple	['Hotel Lily', 'Hotel Hannah']
804	which hotel has the best pool reviews?	domain	comparative	subjective	aspect	indefinite	[]
805	Why is hotel Joseph a very good price?	domain	non-comparative	subjective	aspect	single	['Hotel Joseph']
806	what facilities does hotel emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
807	what type of room is the price for	domain	non-comparative	factoid	aspect	indefinite	[]
808	Why are hotel Hannah rooms great?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
809	How good are hotel Hannah staff?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
810	What is great about the rooms at Hotal Hannah?	domain	non-comparative	subjective	aspect	single	['Hotal Hannah']
811	why does hotel amelia score 5	domain	non-comparative	why-recommended	overall	single	['Hotel Amelia']
812	Why is hotel Hannah food great?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
813	hotel penelope can you book specific rooms	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
814	What are the facilities at Hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
815	What is the bathroom like in Hotel Hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
816	Where is Hotel Penelope located?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
817	What is the location like in Hotel Levi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
818	how far from the airport is hotel hannah	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
819	How good are hotel Penelope rooms?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
820	What is the bathroom like in Hotel Evelyn?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
821	hotel chloe what type of food do you serve in the resturant	domain	non-comparative	factoid	aspect	single	['Hotel Chloe']
822	Is there a beach near by	domain	non-comparative	subjective	aspect	indefinite	[]
823	Why is hotel Levi a very good price ?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
824	Where is Hotel Emily located?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
825	Why is hotel Chloe in a good location ?	domain	non-comparative	why-recommended	aspect	single	['Hotel Chloe']
826	What facilities does hotel Emily have ?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
827	Why us Hotel Penelope's room ""Good""?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
828	What is the check out time	domain	non-comparative	factoid	aspect	indefinite	[]
829	Why is the food great at hotel amelia?	domain	non-comparative	why-recommended	aspect	single	['Hotel Amelia']
830	What is the average price per night for a hotel room in this area?	domain	comparative	factoid	aspect	indefinite	[]
831	what is the food like at hotel henry	domain	non-comparative	subjective	aspect	single	['Hotel Henry']
832	In hotel aria what is included within the room?	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
833	How come Hotel Emily has been recommended for me?	domain	non-comparative	why-recommended	overall	single	['Hotel Emily']
834	How is Hotel Penelope in a good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
835	why is hotel penelope a good hotel	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
836	Why is hotel Penelope a good room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
837	What is great about Hotel Emily's facilities?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
838	What is good about Hotel Emily's location?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
839	is hotel emily comfortable	domain	non-comparative	subjective	overall	single	['Hotel Emily']
840	Good location to shops	domain	non-comparative	subjective	aspect	indefinite	[]
841	hotel joseph do you have a pool?	domain	non-comparative	factoid	aspect	single	['Hotel Joseph']
842	which hotel is best value for money	domain	comparative	subjective	overall	indefinite	[]
843	Is breakfast included at hotel Evelyn ?	domain	non-comparative	factoid	aspect	single	['Hotel Evelyn']
844	Hotel Hannah says it has a great room. What makes this room great?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
845	Does Hotel Hannah have a good value for the location?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
846	why does hotel hannah have two beds instead of one	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
847	What is great about Hotel Hannah's price? Is it better than comparable hotels?	domain	comparative	subjective	aspect	single	['Hotel Hannah']
848	which hotel has the nicest rooms	domain	comparative	subjective	aspect	indefinite	[]
849	Hotel Amelia says it has a ""very good price."" How so--is it cheaper than other hotels in the area?	domain	comparative	subjective	aspect	single	['Hotel Amelia']
850	what is good about hotel jacob	domain	non-comparative	subjective	overall	single	['Hotel Jacob']
851	does hotel hannah have nice rooms	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
852	How is Hotel Evelyn's location good? What is it close to?	domain	non-comparative	factoid	aspect	single	['Hotel Evelyn']
853	does hotel jacob have good food	domain	non-comparative	subjective	aspect	single	['Hotel Jacob']
854	does hotel hannah have nice food	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
855	what kind of facilities does Hotel Emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
856	Restaurants near by	domain	non-comparative	factoid	aspect	indefinite	[]
857	why is Hotel Penelope location good?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
858	Is hotel Penelope clean?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
859	which hotel has tasty food	domain	comparative	subjective	aspect	indefinite	[]
860	which hotel has bad food	domain	comparative	subjective	aspect	indefinite	[]
861	what facilities does hotel Emily have	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
862	Is hotel levi in a good location	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
863	is hotel hannah quiet	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
864	Where is hotel joseph located?	domain	non-comparative	factoid	aspect	single	['Hotel Joseph']
865	is hotel hannah noisy	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
866	why does hotel Hannah have a great location	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
867	Is hotel levi in a good location	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
868	what facilities are available at Hotel Henry?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
869	why is hotel Hannah 5 stars ?	domain	non-comparative	why-recommended	overall	single	['Hotel Hannah']
870	Is hotel Amelia well located?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
871	how close is hotel Evelyn to main square ?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
872	what are the good things about rooms at hotel Levi?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
873	Is there airport transfer for Hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
874	How does hotel Evelyn have a good location?	domain	non-comparative	subjective	aspect	single	['Hotel Evelyn']
875	what amenities are near hotel Amelia?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
876	why is hotel Levi a good price	domain	comparative	why-recommended	aspect	single	['Hotel Levi']
877	does hotel penelope have gym facilities?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
878	Does a pool room cost more at Hotel Amelia?	domain	comparative	factoid	aspect	single	['Hotel Amelia']
879	What is the location of the Hotel Carter?	domain	non-comparative	factoid	aspect	single	['Hotel Carter']
880	does hotel Hannah have a swimming pool?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
881	What is the food like in Hotel Levi?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
882	How much is Hotel hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
883	Where is Hotel Penelope?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
884	How much is Hotel Henry?	domain	non-comparative	factoid	aspect	single	['Hotel Henry']
885	What are the facilities at Hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
886	are these all the same hotel?	domain	comparative	factoid	overall	indefinite	[]
887	How much is a room in Hotel Levi?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
888	which would you recommend?	domain	comparative	why-recommended	overall	indefinite	[]
889	Why is there no info available about HOTEL PENELOPE? I would like to know more especially about the location as it seems lovely and bright	domain	non-comparative	why-recommended	aspect	single	['HOTEL PENELOPE']
890	How come Hotel Chloe is the cheapest when it's also the highest rated? Is the location not ideal?	domain	comparative	why-recommended	aspect	single	['Hotel Chloe']
891	What is so good about the location of Hotel Penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
892	what makes hotel emily a good location?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
893	does hotel penelope do student discount?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
894	Why does Hotel Lily charge for juice but not coffee?	domain	non-comparative	why-recommended	aspect	single	['Hotel Lily']
895	What did you base your statement ""very good price"" on regarding HOTEL EMILY, There are definitely better priced hotels	domain	comparative	why-recommended	aspect	single	['HOTEL EMILY']
896	How big are the rooms at Hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
897	is there good public transport near hotel hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
898	Which hotels have swimming pools?	domain	comparative	factoid	aspect	indefinite	[]
